name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price
Aqualite Black Slippers,women's shoes,Shoes,https://m.media-amazon.com/images/I/61HVQpzbAoL._AC_UL320_.jpg,https://www.amazon.in/Aqualite-Beige-Slippers-UK-PPL00477LBGPK06/dp/B08GTG9MLF/ref=sr_1_10501?qid=1679211577&s=shoes&sr=1-10501,3.3,15,₹293,₹309
Mochi Women Synthetic Wedge Heel Sandal (34-1),women's shoes,Shoes,https://m.media-amazon.com/images/I/71qc2woLzhL._AC_UL320_.jpg,https://www.amazon.in/Mochi-Womens-Synthetic-Antic-Gold/dp/B0BF364XNX/ref=sr_1_10502?qid=1679211577&s=shoes&sr=1-10502,2.5,2,"₹1,374","₹2,290"
Nisco care MCR chappals for women with arch support extra soft diabetic & orthopaedic slipper,women's shoes,Shoes,https://m.media-amazon.com/images/I/21cAX1H4oXL._AC_UL320_.jpg,https://www.amazon.in/Nisco-care-chappals-diabetic-orthopaedic/dp/B0B5N8MKL1/ref=sr_1_10503?qid=1679211577&s=shoes&sr=1-10503,3.9,8,,₹580
Clarks Brynn Style Taupe Metallic,women's shoes,Shoes,https://m.media-amazon.com/images/I/51X6CbmF6QL._AC_UL320_.jpg,https://www.amazon.in/Brynn-Style-Taupe-Metallic-5/dp/B09T39XYKT/ref=sr_1_10504?qid=1679211577&s=shoes&sr=1-10504,,,"₹2,699","₹4,499"
Fusefit Women's Solty Walking Shoe,women's shoes,Shoes,https://m.media-amazon.com/images/I/817tmDRrfjL._AC_UL320_.jpg,https://www.amazon.in/Fusefit_Womens_Comfortable-Tranning-Walking-Shoe_SOLTY_Navy-Grey_7/dp/B09GSFCR7Z/ref=sr_1_10505?qid=1679211577&s=shoes&sr=1-10505,3.2,4,₹399,"₹1,999"
SELBRO Flat Sandals for Women's Or Daily Use Slippers Stylish PLU-09,women's shoes,Shoes,https://m.media-amazon.com/images/I/61nncIOAlFS._AC_UL320_.jpg,https://www.amazon.in/SELBRO-Sandals-Womens-Slippers-Stylish/dp/B0987JY2F5/ref=sr_1_10506?qid=1679211577&s=shoes&sr=1-10506,3.6,12,₹499,₹799
crocs womens LiteRide Sandal Black/Light Grey Sandal - 8 UK (W10) (206711-02G),women's shoes,Shoes,https://m.media-amazon.com/images/I/71OjdfOuE3L._AC_UL320_.jpg,https://www.amazon.in/Crocs-Womens-LiteRide-Sandal-206711-02G/dp/B0962C7JRW/ref=sr_1_10507?qid=1679211577&s=shoes&sr=1-10507,4.3,71,,
Sharon by Khadim's Women Wedge Heels,women's shoes,Shoes,https://m.media-amazon.com/images/I/61cOqSWRx9L._AC_UL320_.jpg,https://www.amazon.in/Sharon-Khadims-Synthetic-Decorative-Slipper/dp/B092Z5TY14/ref=sr_1_10508?qid=1679211577&s=shoes&sr=1-10508,3.7,10,₹419,₹699
Max Textured Lace-Up Sneakers,women's shoes,Shoes,https://m.media-amazon.com/images/I/61rEfcrzJrL._AC_UL320_.jpg,https://www.amazon.in/Textured-Lace-Up-Sneakers-SU21WFCS2034BABY-PINK_BABY/dp/B091MRCTBV/ref=sr_1_10509?qid=1679211577&s=shoes&sr=1-10509,4.6,31,₹769,₹999
Campus Women's Jelly PRO Running Shoes,women's shoes,Shoes,https://m.media-amazon.com/images/I/61mp8EXR+UL._AC_UL320_.jpg,https://www.amazon.in/Campus-Womens-Jelly-PRO-Running/dp/B08WCTTF4R/ref=sr_1_10510?qid=1679211577&s=shoes&sr=1-10510,3.9,648,,₹849
DEEANNE LONDON Women's (DN-70) Knot Belly,women's shoes,Shoes,https://m.media-amazon.com/images/I/7152Ihm5ngL._AC_UL320_.jpg,https://www.amazon.in/DEEANNE-LONDON-Womens-DN-70-Belly/dp/B08QM7ZZ5G/ref=sr_1_10511?qid=1679211577&s=shoes&sr=1-10511,3.6,180,₹549,₹999
SELBRO Doctor-Plus Orthopedic Slippers for Women with Extra Soft Padding,women's shoes,Shoes,https://m.media-amazon.com/images/I/617E8lX8M+L._AC_UL320_.jpg,https://www.amazon.in/SELBRO-Doctor-Plus-Orthopedic-Slippers-Padding/dp/B08GCVWSGN/ref=sr_1_10512?qid=1679211577&s=shoes&sr=1-10512,3.9,27,₹599,₹999
Nike Womens Free Rn 5.0 Next Nature Running Shoe,women's shoes,Shoes,https://m.media-amazon.com/images/I/71P+c78XivL._AC_UL320_.jpg,https://www.amazon.in/Nike-Womens-Nature-Running-Shoes/dp/B098PCF2XF/ref=sr_1_10753?qid=1679211580&s=shoes&sr=1-10753,4.4,20,"₹6,049","₹8,295"
Fila Adults-Women KISEV WHT/GRN Casual Shoes,women's shoes,Shoes,https://m.media-amazon.com/images/I/51zAp--7lQL._AC_UL320_.jpg,https://www.amazon.in/Fila-Adults-Women-KISEV-Casual-Shoes/dp/B0BRSLJF8W/ref=sr_1_10754?qid=1679211580&s=shoes&sr=1-10754,,,"₹1,199","₹2,999"
PARAGON Stimulus Peach Casual Comfy Sneakers for Women,women's shoes,Shoes,https://m.media-amazon.com/images/I/61AH1BiZ8qL._AC_UL320_.jpg,https://www.amazon.in/PARAGON-Stimulus-Casual-Comfy-Sneakers/dp/B0BR5NXS2M/ref=sr_1_10755?qid=1679211580&s=shoes&sr=1-10755,5.0,2,₹584,₹649
"STRASSE PARIS Amazing Design Women's Boots & Fashionable Boots| Stylish Latest & Trendy Boots for Casual Wear, Office Wear€",women's shoes,Shoes,https://m.media-amazon.com/images/I/51IJvGSS1hL._AC_UL320_.jpg,https://www.amazon.in/STRASSE-PARIS-Amazing-Fashionable-Stylish/dp/B0B7RGVM92/ref=sr_1_10756?qid=1679211580&s=shoes&sr=1-10756,4.0,11,₹799,"₹1,899"
CHERE Women Black Trendy Criss Cross Strap Flats,women's shoes,Shoes,https://m.media-amazon.com/images/I/41SwChT63VL._AC_UL320_.jpg,https://www.amazon.in/CHERE-Women-Black-Trendy-Criss/dp/B0B65M7837/ref=sr_1_10757?qid=1679211580&s=shoes&sr=1-10757,4.3,2,"₹1,039","₹1,299"
Flat n heels Womens HeelsFnH 1056-GD,women's shoes,Shoes,https://m.media-amazon.com/images/I/71sMk0Ldc4L._AC_UL320_.jpg,https://www.amazon.in/Flat-heels-Womens-HeelsFnH-1056-GD/dp/B09FTG3XNV/ref=sr_1_10758?qid=1679211580&s=shoes&sr=1-10758,1.0,1,"₹1,699","₹3,699"
"WALKAROO Women's Grey Mint Slipper (WL7051), 6 UK",women's shoes,Shoes,https://m.media-amazon.com/images/I/61lnidqDyuL._AC_UL320_.jpg,https://www.amazon.in/WALKAROO-Womens-Grey-Slipper-WL7051/dp/B096G1J7L7/ref=sr_1_10759?qid=1679211580&s=shoes&sr=1-10759,3.9,6,₹255,₹269
Stepee Women's Fashion Sandal,women's shoes,Shoes,https://m.media-amazon.com/images/I/61j6Xmpa4TL._AC_UL320_.jpg,https://www.amazon.in/Stepee-Comfortable-Block-Girls-Black-37/dp/B087CHLVZ7/ref=sr_1_10760?qid=1679211580&s=shoes&sr=1-10760,3.3,39,₹499,₹999
Clarks womens Fashion Sandals,women's shoes,Shoes,https://m.media-amazon.com/images/I/71btnd19fhL._AC_UL320_.jpg,https://www.amazon.in/Clarks-Sandstone-Leather-Sandals-4-26143443/dp/B07WBYXF9Y/ref=sr_1_10761?qid=1679211580&s=shoes&sr=1-10761,3.3,14,"₹3,000","₹7,499"
Clarks UN BALI WAY BLACK LEATHER,women's shoes,Shoes,https://m.media-amazon.com/images/I/71xVCn0hCBL._AC_UL320_.jpg,https://www.amazon.in/Clarks-Womens-Leather-Flats-4-91261402234040/dp/B07KM2NRT9/ref=sr_1_10762?qid=1679211580&s=shoes&sr=1-10762,3.7,109,"₹2,999","₹5,999"
Catwalk womens Hot-fix Rhinestone Slip Ons Fashion Sandals,women's shoes,Shoes,https://m.media-amazon.com/images/I/71YS6gzyhzL._AC_UL320_.jpg,https://www.amazon.in/Catwalk-Womens-Fashion-Sandals-4-3888C-4/dp/B07JKSSZ2S/ref=sr_1_10763?qid=1679211580&s=shoes&sr=1-10763,3.7,24,"₹1,996","₹2,495"
BATA womens Ella T-strap Slipper,women's shoes,Shoes,https://m.media-amazon.com/images/I/71+dLepps8L._AC_UL320_.jpg,https://www.amazon.in/BATA-Womens-T-Strap-Slipper-4-6719219/dp/B0B7WR9B21/ref=sr_1_10764?qid=1679211580&s=shoes&sr=1-10764,,,₹702,₹949
Skechers Womens Virtue Sneaker,women's shoes,Shoes,https://m.media-amazon.com/images/I/81qKDHTCBpL._AC_UL320_.jpg,https://www.amazon.in/Skechers-Black-Pink-Womens-Casual-Shoes-104411-BKPK-VIRTUE-UK4/dp/B09PZ9MB6F/ref=sr_1_10765?qid=1679211580&s=shoes&sr=1-10765,4.7,19,"₹5,369","₹5,499"
"DOCTOR CHOICE Foam/Rexin Diabetic & Orthopedic Medical Footwear for Women || Comfortable, Lightweight & Stylish Sequined ...",women's shoes,Shoes,https://m.media-amazon.com/images/I/71H01gulvzL._AC_UL320_.jpg,https://www.amazon.in/DOCTOR-CHOICE-Orthopedic-Comfortable-Lightweight/dp/B09HTMKMLL/ref=sr_1_10766?qid=1679211580&s=shoes&sr=1-10766,1.0,2,₹550,₹600
AaoJao Black Rain Bellies and Casual Belly | Comfortable Light Weight Bellies for Girls and Women,women's shoes,Shoes,https://m.media-amazon.com/images/I/61S8q+gVgDL._AC_UL320_.jpg,https://www.amazon.in/AaoJao-Bellies-Casual-Comfortable-Weight/dp/B09BW45BK1/ref=sr_1_10767?qid=1679211580&s=shoes&sr=1-10767,3.3,22,₹299,₹799
Metro Women Synthetic Sandals (35-4440),women's shoes,Shoes,https://m.media-amazon.com/images/I/71clGxM1VOS._AC_UL320_.jpg,https://www.amazon.in/Metro-Womens-Fashion-Sandals-4-35-4440/dp/B095MCYPWB/ref=sr_1_10768?qid=1679211580&s=shoes&sr=1-10768,3.5,10,"₹1,479","₹2,690"
Adidas Women's Eezay 2018 W DOVGRY/EASGRN Flip-Flop-4 Kids UK (EY3109),women's shoes,Shoes,https://m.media-amazon.com/images/I/61HrHPZ0fvL._AC_UL320_.jpg,https://www.amazon.in/adidas-Womens-DOVGRY-EASGRN-EY3109/dp/B094NP6NG5/ref=sr_1_10769?qid=1679211580&s=shoes&sr=1-10769,2.5,3,₹779,"₹1,299"
Max Solid Open-Toe Sandals,women's shoes,Shoes,https://m.media-amazon.com/images/I/71tdqZRUQ1S._AC_UL320_.jpg,https://www.amazon.in/Open-Toe-Sandals-SU21WFPM2004BABY-PINK_BABY-PINK_38/dp/B091MT1RSZ/ref=sr_1_10770?qid=1679211580&s=shoes&sr=1-10770,3.6,12,₹329.95,₹599
Skechers Womens Skybound Sneaker,women's shoes,Shoes,https://m.media-amazon.com/images/I/71CwhNwhCjL._AC_UL320_.jpg,https://www.amazon.in/Skechers-SKYBOUND-Womens-12995-BKTQ-Turquoise/dp/B07K4GTXV6/ref=sr_1_10771?qid=1679211580&s=shoes&sr=1-10771,1.8,38,"₹3,297","₹5,299"
PARAGON Boys' Comfort Trendy Uniform Shoes,women's shoes,Shoes,https://m.media-amazon.com/images/I/71cFmsXFllL._AC_UL320_.jpg,https://www.amazon.in/PARAGON-Unisex-Black-Sneakers-2-PV0752B/dp/B07BVTP943/ref=sr_1_10772?qid=1679211580&s=shoes&sr=1-10772,3.6,113,,₹319
BATA Women's Blue Modern Shoes,women's shoes,Shoes,https://m.media-amazon.com/images/I/81qbCvsCv3L._AC_UL320_.jpg,https://www.amazon.in/Bata-Womens-Fitness-Ballerinas-Blue/dp/B01MDKNS3E/ref=sr_1_10773?qid=1679211580&s=shoes&sr=1-10773,3.6,36,₹295,₹299
Elle Women's Pista Green Slipper Flat Sandal,women's shoes,Shoes,https://m.media-amazon.com/images/I/61EeTwnpQ6L._AC_UL320_.jpg,https://www.amazon.in/Elle-Womens-Slipper-Pista-Green/dp/B0B4VV89HZ/ref=sr_1_10774?qid=1679211580&s=shoes&sr=1-10774,3.0,4,₹739,"₹1,499"
Women Slipper,women's shoes,Shoes,https://m.media-amazon.com/images/I/71FHeBBBT0L._AC_UL320_.jpg,https://www.amazon.in/Kickonn-Flip-Flop-Slipper-Tredning-Collection/dp/B08VNNMG9S/ref=sr_1_10775?qid=1679211580&s=shoes&sr=1-10775,3.7,60,₹499,₹599
BATA womens Gail Heeled Sandal,women's shoes,Shoes,https://m.media-amazon.com/images/I/81RYkkDU9oL._AC_UL320_.jpg,https://www.amazon.in/Bata-Womens-Gail-Sandal-6-7613955/dp/B08THT5NL1/ref=sr_1_10776?qid=1679211580&s=shoes&sr=1-10776,3.5,16,,"₹1,299"
Aerowalk BLACK Casual Slip-On Slipper,women's shoes,Shoes,https://m.media-amazon.com/images/I/715-mam3HtL._AC_UL320_.jpg,https://www.amazon.in/Aerowalk-BLACK-Casual-Slip-On-Slipper/dp/B0BX5QST16/ref=sr_1_10777?qid=1679211580&s=shoes&sr=1-10777,,,,₹449
Inc.5 womens 1201_peach Sandal,women's shoes,Shoes,https://m.media-amazon.com/images/I/41y3OByfguL._AC_UL320_.jpg,https://www.amazon.in/Inc-5-Flat-Fashion-Sandal-Womens/dp/B0B1JRKP5D/ref=sr_1_10778?qid=1679211580&s=shoes&sr=1-10778,2.0,2,₹756,"₹2,290"
Flavia Women's Ft2023 Running Shoe,women's shoes,Shoes,https://m.media-amazon.com/images/I/713uy6ezFML._AC_UL320_.jpg,https://www.amazon.in/Flavia-Womens-Running-Shoes-FT2023/dp/B09QCS5PZM/ref=sr_1_10779?qid=1679211580&s=shoes&sr=1-10779,3.7,43,₹599,"₹2,999"
Marc Loire Women's Athleisure Lightweight Knitted Active Wear Slip-On Ballerina Shoes for Daily Walking,women's shoes,Shoes,https://m.media-amazon.com/images/I/71ZaofBOkSS._AC_UL320_.jpg,https://www.amazon.in/Marc-Loire-Athleisure-Lightweight-Knitted/dp/B099K3FQ5K/ref=sr_1_10780?qid=1679211580&s=shoes&sr=1-10780,3.8,132,₹998,"₹2,495"
BATA Women's Taliah Wedge Sandal,women's shoes,Shoes,https://m.media-amazon.com/images/I/61y6Km9EGpS._AC_UL320_.jpg,https://www.amazon.in/Bata-Women-Open-Slipper-7715100/dp/B0915P5QVP/ref=sr_1_10781?qid=1679211580&s=shoes&sr=1-10781,3.6,24,"₹1,034","₹1,499"
Skechers Women's Cali Breeze 2.0-Uproar Slipper,women's shoes,Shoes,https://m.media-amazon.com/images/I/51-tOjcT5ML._AC_UL320_.jpg,https://www.amazon.in/Skechers-Breeze-Leopard-Rhinestone-Sandals/dp/B08WRL1NML/ref=sr_1_10782?qid=1679211580&s=shoes&sr=1-10782,4.2,4,"₹2,949","₹3,799"
TRASE Loafers & Moccasins for Women,women's shoes,Shoes,https://m.media-amazon.com/images/I/61ipJ74JKlL._AC_UL320_.jpg,https://www.amazon.in/TRASE-42-084-Loafers-Moccasins-Women/dp/B08S8Y1XVR/ref=sr_1_10783?qid=1679211580&s=shoes&sr=1-10783,3.3,125,₹449,₹799
Amazon Brand - Symbol womens Tia Slipper,women's shoes,Shoes,https://m.media-amazon.com/images/I/71wCDX+oP+L._AC_UL320_.jpg,https://www.amazon.in/Amazon-Brand-Symbol-Womens-Slipper/dp/B08GT37HX6/ref=sr_1_10784?qid=1679211580&s=shoes&sr=1-10784,3.2,4,₹219,"₹1,099"
RG Collections Women's Belly Ethnic Jaipuri Jutti for Girls Ladies Fashion,women's shoes,Shoes,https://m.media-amazon.com/images/I/81nWemSEKFL._AC_UL320_.jpg,https://www.amazon.in/RG-Collections-Womens-Rajasthani-Jaipuri/dp/B07ZB8Z6R7/ref=sr_1_10785?qid=1679211580&s=shoes&sr=1-10785,3.8,46,₹440,₹599
Footons Women's Comfortable Stylish Designer Daily/Bellies Flat and Casual Shoes for Womens,women's shoes,Shoes,https://m.media-amazon.com/images/I/71wLf5efrHL._AC_UL320_.jpg,https://www.amazon.in/Footons-Comfortable-Stylish-Designer-Bellies/dp/B0B6CBPY9N/ref=sr_1_10786?qid=1679211580&s=shoes&sr=1-10786,3.1,8,₹899,"₹2,099"
Metro Womens Synthetic Gold Slip Ons (Size (7 UK (40 EU)),women's shoes,Shoes,https://m.media-amazon.com/images/I/71Z1uFnCvwL._AC_UL320_.jpg,https://www.amazon.in/Metro-Synthetic-Fashion-Sandals-35-4809/dp/B09R9MQMH1/ref=sr_1_10787?qid=1679211580&s=shoes&sr=1-10787,3.5,2,"₹1,294","₹1,990"
Puma Women's Kosmo Rider WNS White-Fizzy Lime Sneaker-3 UK (38311301),women's shoes,Shoes,https://m.media-amazon.com/images/I/51yUdpdSs7L._AC_UL320_.jpg,https://www.amazon.in/Puma-Womens-White-Fizzy-Shoes-3-38311301/dp/B09P1KNLD7/ref=sr_1_10788?qid=1679211580&s=shoes&sr=1-10788,,,"₹3,199","₹7,999"
RESTAYEL Women Stylish Trending Fancy Kitten Heel Fashion sandal,women's shoes,Shoes,https://m.media-amazon.com/images/I/61KiMiURWVS._AC_UL320_.jpg,https://www.amazon.in/RESTAYEL-Trending-Stylish-Comfort-Fashion/dp/B093BJ99HG/ref=sr_1_10789?qid=1679211580&s=shoes&sr=1-10789,3.2,8,₹339,₹999
Doctor Verified Women's Foot Massage & Accupressure Slippers (Orthopedic Flip flops),women's shoes,Shoes,https://m.media-amazon.com/images/I/819DAG63hFL._AC_UL320_.jpg,https://www.amazon.in/Doctor-Verified-Accupressure-Slippers-Beige-Orthopedic/dp/B08ZLQLSZW/ref=sr_1_10790?qid=1679211580&s=shoes&sr=1-10790,4.1,47,₹359,₹799
Skechers Arch FIT DARLO,women's shoes,Shoes,https://m.media-amazon.com/images/I/81vOnIdsB6L._AC_UL320_.jpg,https://www.amazon.in/Skechers-Arch-FIT-DARLO-WEEDON-Black-UK9/dp/B08QZPZ5Y6/ref=sr_1_10791?qid=1679211580&s=shoes&sr=1-10791,4.2,22,"₹6,649","₹6,999"
Paradise Nagra Women's Galaxy Slippers || Ladies Footwear || Flat Heels (PN0_1619),women's shoes,Shoes,https://m.media-amazon.com/images/I/71rF338uY3L._AC_UL320_.jpg,https://www.amazon.in/Paradise-Slippers-Footwear-PN0_1619-Numeric_9/dp/B08JCPGSJQ/ref=sr_1_10792?qid=1679211580&s=shoes&sr=1-10792,3.9,22,₹245,₹550
Mode by Red Tape Women's Mrl1741 Wedge Sandal,women's shoes,Shoes,https://m.media-amazon.com/images/I/61h9mGEjA9L._AC_UL320_.jpg,https://www.amazon.in/Mode-Red-Tape-Sandal-4-MRL1748/dp/B08CZQHFP9/ref=sr_1_10793?qid=1679211580&s=shoes&sr=1-10793,3.8,185,₹774,"₹3,299"
Amazon Brand - Symbol Womens Natalie Ballet Flats,women's shoes,Shoes,https://m.media-amazon.com/images/I/71rReUO8mnL._AC_UL320_.jpg,https://www.amazon.in/Amazon-Brand-Symbol-Flats-5-AZ-EZ-22/dp/B084TBG8XV/ref=sr_1_10794?qid=1679211580&s=shoes&sr=1-10794,3.3,74,₹339,"₹1,699"
Puma Womens Pulse Xt V2 Ft WNS Training Shoes,women's shoes,Shoes,https://m.media-amazon.com/images/I/71jfIsjKFuL._AC_UL320_.jpg,https://www.amazon.in/Puma-Womens-Training-Shoes-4-18897201_4/dp/B01B6KSKK4/ref=sr_1_10795?qid=1679211580&s=shoes&sr=1-10795,5.0,9,"₹3,435","₹6,999"
"Sparx Women's Walking Shoes,Grey Pink 6UK, SX0539LGYPK0006",women's shoes,Shoes,https://m.media-amazon.com/images/I/71LXLkC9VUL._AC_UL320_.jpg,https://www.amazon.in/Sparx-Womens-Walking-Shoes-SX0539LGYPK0006/dp/B0BN1RMYHS/ref=sr_1_10796?qid=1679211580&s=shoes&sr=1-10796,3.0,1,"₹1,104","₹1,299"
Black Ring Stylish and Adjustable Belt for Women Ladies and Girls,women's shoes,Shoes,https://m.media-amazon.com/images/I/31AtXLJuXDL._AC_UL320_.jpg,https://www.amazon.in/Black-Stylish-Adjustable-Women-Ladies/dp/B0BM66LLGN/ref=sr_1_10797?qid=1679211580&s=shoes&sr=1-10797,,,₹199,₹299
Puma Womens Crafty WNS Sneaker,women's shoes,Shoes,https://m.media-amazon.com/images/I/61FoMUtZI9L._AC_UL320_.jpg,https://www.amazon.in/Womens-Crafty-Foxglove-Sneaker-39014302/dp/B09XV7DPLJ/ref=sr_1_10798?qid=1679211580&s=shoes&sr=1-10798,4.1,8,"₹2,119","₹3,999"
Metro Women's Synthetic Sandals (40-2410),women's shoes,Shoes,https://m.media-amazon.com/images/I/61yseF7RJyL._AC_UL320_.jpg,https://www.amazon.in/Metro-Womens-Synthetic-Sandals-40-2410/dp/B09X78LK5Q/ref=sr_1_10799?qid=1679211580&s=shoes&sr=1-10799,3.0,2,"₹1,294","₹1,990"
Havaianas Atena Womens Flip Flops,women's shoes,Shoes,https://m.media-amazon.com/images/I/71ro4cnZtuL._AC_UL320_.jpg,https://www.amazon.in/Havaianas-Atena-Womens-Flip-Flops/dp/B09JBXH5ZM/ref=sr_1_10800?qid=1679211580&s=shoes&sr=1-10800,2.9,4,,"₹1,499"
BELINI womens Bs146 Flip-Flops,women's shoes,Shoes,https://m.media-amazon.com/images/I/71mZaqMDyHL._AC_UL320_.jpg,https://www.amazon.in/Belini-Womens-Bs146c-Flip-Flops-6-BS146CPEACH6/dp/B089HFNR93/ref=sr_1_11377?qid=1679211584&s=shoes&sr=1-11377,3.7,297,₹259,"₹1,299"
"CuraFoot Orthotic Foot Arch Support Women Insole for Sports, Running and Walking (Medium)",women's shoes,Shoes,https://m.media-amazon.com/images/I/51J9Yy7uXGL._AC_UL320_.jpg,https://www.amazon.in/CuraFoot-Orthotic-Orthopedic-Absorption-Absorbent/dp/B07TW5LCDF/ref=sr_1_11378?qid=1679211584&s=shoes&sr=1-11378,,,₹749,"₹2,999"
Metro womens 35-3678 Mojaris,women's shoes,Shoes,https://m.media-amazon.com/images/I/71OXFKIppXL._AC_UL320_.jpg,https://www.amazon.in/Metro-Womens-Beige-Mojaris-7-35-3678/dp/B07MZ7W6NS/ref=sr_1_11379?qid=1679211584&s=shoes&sr=1-11379,4.0,9,"₹1,210","₹2,690"
Khadim's Women Maroon Casual Flat Slipper,women's shoes,Shoes,https://m.media-amazon.com/images/I/51OIwMs+yKL._AC_UL320_.jpg,https://www.amazon.in/Khadims-Women-Maroon-Casual-Slipper/dp/B0BDVG6PKF/ref=sr_1_11380?qid=1679211584&s=shoes&sr=1-11380,,,₹538,₹549
DESI COLOUR Mojari Punjabi Jutti for Women Ethnic Footwear- Mirror Emb,women's shoes,Shoes,https://m.media-amazon.com/images/I/51YywPl-nXL._AC_UL320_.jpg,https://www.amazon.in/DESI-COLOUR-Punjabi-Footwear-Numeric_5/dp/B0BDM24525/ref=sr_1_11381?qid=1679211584&s=shoes&sr=1-11381,,,₹859,"₹1,998"
Walkaroo womens Sandals Slide Sandal,women's shoes,Shoes,https://m.media-amazon.com/images/I/81Hq7Bn-8VL._AC_UL320_.jpg,https://www.amazon.in/Walkaroo-Ladies-Blue-Sandal-WL7417/dp/B0B7NL39MV/ref=sr_1_11382?qid=1679211584&s=shoes&sr=1-11382,3.5,3,,₹284
BATA Women's Deva Thong E Flat Sandal,women's shoes,Shoes,https://m.media-amazon.com/images/I/61UzryreQ6L._AC_UL320_.jpg,https://www.amazon.in/BATA-Womens-Thong-Sandal-3-6716070/dp/B0B1Q8S2BR/ref=sr_1_11383?qid=1679211584&s=shoes&sr=1-11383,,,₹827,"₹1,199"
Inc.5 womens 1191 Yellow Heeled Sandal,women's shoes,Shoes,https://m.media-amazon.com/images/I/41rsj4OsOkL._AC_UL320_.jpg,https://www.amazon.in/Inc-5-Small-Fashion-Sandal-Womens/dp/B0B1JKCSR7/ref=sr_1_11384?qid=1679211584&s=shoes&sr=1-11384,4.0,1,₹996,"₹2,490"
"AANA FASHION Casual AND LATEST, USEFUL Heel Sandals FOR WOMEN AND GIRLS",women's shoes,Shoes,https://m.media-amazon.com/images/I/41Cb5qba5EL._AC_UL320_.jpg,https://www.amazon.in/AANA-FASHION-Casual-LATEST-Sandals/dp/B09X19KH54/ref=sr_1_11385?qid=1679211584&s=shoes&sr=1-11385,,,₹299,₹449
Bella Toes Women's Heel Fashion Sandals| Women Gladiators Sandals-5011 |Gladiator Sandals for Women Fancy Sandals for Girl...,women's shoes,Shoes,https://m.media-amazon.com/images/I/71H4P79jj2L._AC_UL320_.jpg,https://www.amazon.in/Bella-Toes-Gladiators-Sandals-6-Gladiator/dp/B09SVP8QSX/ref=sr_1_11386?qid=1679211584&s=shoes&sr=1-11386,2.7,5,"₹1,099","₹1,499"
ZAIF Women Stylish Pencil Heel Sandal with Trendy Colour (ZE061),women's shoes,Shoes,https://m.media-amazon.com/images/I/61cDKPAKacL._AC_UL320_.jpg,https://www.amazon.in/ZAIF-Stylish-Pencil-Sandal-Trendy/dp/B09QJ9V1DL/ref=sr_1_11387?qid=1679211584&s=shoes&sr=1-11387,3.8,46,₹692,"₹1,499"
Carlton London Sports womens Cl-yp-w-18-beige-brown-40 Slipper,women's shoes,Shoes,https://m.media-amazon.com/images/I/61SllQ0S6-L._AC_UL320_.jpg,https://www.amazon.in/Carlton-London-Sports-Slipper-CL-F-W-04-Grey-White/dp/B09LMFZ5X4/ref=sr_1_11388?qid=1679211584&s=shoes&sr=1-11388,2.7,5,₹493,"₹1,299"
BEREAL Feminine Olive/Pink Embroidery Sandal Women,women's shoes,Shoes,https://m.media-amazon.com/images/I/51La7VXg2lL._AC_UL320_.jpg,https://www.amazon.in/BEREAL-Feminine-Embroidery-Sandal-numeric_4/dp/B09GPK4XQY/ref=sr_1_11389?qid=1679211584&s=shoes&sr=1-11389,4.4,4,₹999,"₹1,999"
Stepup Store Boys and Girls Slip-on Slipper(1.5 Years to 7 Years),women's shoes,Shoes,https://m.media-amazon.com/images/I/61T8W1XQIxL._AC_UL320_.jpg,https://www.amazon.in/Stepup-Store-Girls-Slip-Slipper/dp/B09CTVXHGP/ref=sr_1_11390?qid=1679211584&s=shoes&sr=1-11390,3.3,24,₹343,₹399
Metro Womens Synthetic Ballerinas,women's shoes,Shoes,https://m.media-amazon.com/images/I/71Ihc2WAnML._AC_UL320_.jpg,https://www.amazon.in/Metro-Womens-Ballet-Flats-4-31-6114/dp/B084T4MFSN/ref=sr_1_11391?qid=1679211584&s=shoes&sr=1-11391,3.7,15,,"₹1,490"
Puma Women Ignite Flash Evoknit Wn S Running Shoe,women's shoes,Shoes,https://m.media-amazon.com/images/I/71ggklxdv6L._AC_UL320_.jpg,https://www.amazon.in/Womens-Ignite-Evoknit-Running-19051105/dp/B07CSCXB5H/ref=sr_1_11392?qid=1679211584&s=shoes&sr=1-11392,4.0,43,"₹2,999","₹5,999"
Clarks Womens Linvale Jerica Formal Shoes,women's shoes,Shoes,https://m.media-amazon.com/images/I/61-8Wc9Yg9L._AC_UL320_.jpg,https://www.amazon.in/Clarks-Womens-Linvale-Closed-Toe-Leather/dp/B07B8W62JX/ref=sr_1_11393?qid=1679211584&s=shoes&sr=1-11393,4.0,81,"₹3,360","₹6,999"
Mochi Women Fashion Pumps Shoes,women's shoes,Shoes,https://m.media-amazon.com/images/I/71VXsgiQNpL._AC_UL320_.jpg,https://www.amazon.in/Mochi-Women-Orange-Fashion-35-8776/dp/B0BQHQ5NKF/ref=sr_1_11394?qid=1679211584&s=shoes&sr=1-11394,,,,
Mochi Women Fashion High Heel Slip-on,women's shoes,Shoes,https://m.media-amazon.com/images/I/51wzjwYy0OL._AC_UL320_.jpg,https://www.amazon.in/Mochi-Women-Black-Fashion-40-2477/dp/B0BQ2ZRGRH/ref=sr_1_11395?qid=1679211584&s=shoes&sr=1-11395,5.0,1,"₹1,194","₹1,990"
